9 9 9 -1
9 9 9 -1
9 9 9 -1
0.25 0.555555556 0.28 2.22
9 9 9 9
2 2 2 2.06
8 9 9 0
8 9 9 -1
3 9 3 -1
-1 -1 -1 -1
9 8 9 -1
9 9 8 -1
-1 -1 -1 -1
2 0.36 1 2.47
0.22 0.38 0 2.35
9 9 9 9
9 9 9 9
-1 -1 -1 -1
9 9 9 9
-1 -1 -1 -1
0.431461855 0.803457837 0.125864938 1.903106261
9 9 0 9
9 9 9 9
9 9 9 9
0.583814743 1.086764706 0.081321286 1.707541898
9 9 0 -1
9 9 0 0
8 9 0 9
-1 -1 -1 0.0
0.564468279 1.225718533 0.245892287 1.90183847
9 6 9 -1
1 2 9 0
0.714811113 1.321093461 0.065200879 1.794429108
8 9 8 8
9 9 9 9
9 9 0 -1
0 -1 0 0
9 9 9 9
9 9 0 9
0.5430861 0.966737031 0.028676154 1.718971165
9 9 9 9
9 9 9 9
9 9 0 9
0.592549476 1.039305768 0.039231665 1.92111453
9 9 9 9
9 8 9 9
0.740171793 1.369583855 0.048508394 1.803353453
9 9 9 9
9 9 9 9
9 9 9 9
9 9 9 -1
9 9 9 9
9 9 9 9
9 9 9 9
-1 -1 -1 -1
9 9 9 9
9 9 0 0
9 9 0 0
9 1 9 9
9 9 9 7
0.607683573 1.135297584 0.11998486 1.842600503
1 2 0.07 1.93
9 2 0 -1
9 1 0 9
0.651045337 1.17886006 0 1.698147855
9 0 0 -1
3 7 3 9
9 9 9 9
4 1 0 9
9 9 0 9
0.7190558 1.449044107 0.083737955 1.560634189
0.565552092 1.016035975 0.021063569 1.718940183
9 9 8 9
0.665468434 1.214930271 0.072006291 1.830861141
9 9 0 -1
9 9 0 -1
9 9 0 0
9 9 8 0
9 9 9 -1
9 2 9 0
9 2 9 0
9 9 8 -1
9 9 9 0
9 9 9 -1
5 9 5 -1
9 3 9 -1
2 1 9 9
9 9 9 0
0.47 0.7 0.08 1.68
-1 -1 -1 0.0
1 9 9 -1
9 9 9 9
-1 -1 -1 -1
9 9 9 0
9 9 9 0
9 9 9 0
-1 -1 -1 -1
9 9 2 -1
9 1 9 -1
1 9 9 -1
9 9 9 -1
9 9 9 -1
1 9 9 -1
9 2 9 -1
9 9 0 0
9 9 9 -1
3 9 5 -1
9 9 9 -1
2 9 2 -1
2 9 2 -1
9 9 9 -1
9 9 9 -1
9 0 9 -1
9 9 9 -1
9 9 0 -1
9 9 9 0
1 8 9 -1
9 0 9 -1
9 9 9 -1
9 2 9 0
9 9 9 -1
9 9 9 -1
2 0.91 1 2.62
2 0.85 0.34 2.46
9 4 9 -1
9 9 9 -1
2 2 0.27 2.55
9 9 1 -1
2 2 1 2.95
-1 -1 -1 -1
2 2 0.25 2.54
0 0 9 0
0.3 0.63 0.21 2.72
9 9 9 -1
9 9 9 -1
9 9 8 0
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 2 9 -1
9 9 9 -1
-1 -1 -1 0.0
9 9 9 -1
9 3 9 -1
8 9 9 -1
2 0.56 2 2.23
2 2 2 1.86
9 9 9 -1
9 9 9 -1
2 9 1 0
9 9 9 -1
9 9 2 9
-1 -1 -1 -1
-1 -1 -1 -1
9 9 9 9
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 1 0 -1
2 0.387096774 0 2.575444912
9 9 0 9
2 0.433333333 0 2
9 9 8 -1
9 9 9 -1
9 0 9 0
9 9 9 -1
9 4 8 -1
-1 -1 -1 0.0
-1 -1 -1 -1
9 8 9 9
9 9 8 -1
9 9 9 -1
1 1 1 -1
9 5 9 -1
9 1 0 -1
9 9 9 -1
2 2 4 -1
2 9 9 -1
9 9 9 -1
1 9 2 -1
9 9 0 -1
9 9 9 -1
9 1 9 -1
9 9 9 9
9 8 9 6
2 9 2 -1
9 2 9 -1
-1 -1 -1 -1
2 9 2 9
1 9 3 9
9 9 9 9
9 9 1 8
9 9 9 -1
9 9 9 -1
9 9 9 9
9 9 9 9
9 8 9 9
9 9 9 -1
9 9 9 -1
9 8 9 -1
9 1 9 -1
9 0 9 -1
1 1 9 -1
9 2 9 -1
9 9 9 -1
9 5 9 -1
9 2 9 0
9 9 9 -1
0 0 3 0
-1 -1 -1 -1
5 9 4 0
9 2 9 -1
8 9 9 0
1 3 1 -1
4 9 5 0
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 8 -1
9 9 9 -1
-1 -1 -1 -1
-1 -1 -1 -1
-1 -1 -1 -1
-1 -1 -1 -1
-1 -1 -1 -1
-1 -1 -1 0.0
0 -2 0 0
9 4 9 0
9 9 9 -1
9 9 9 -1
9 9 9 -1
8 9 9 9
9 -2 9 0
-1 -1 -1 0.0
9 9 9 -1
9 9 9 -1
9 9 8 9
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
9 4 9 -1
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
9 8 9 -1
9 9 9 -1
-1 -1 -1 0.0
9 2 9 -1
-1 -1 -1 -1
9 9 0 -1
9 2 9 9
-1 -1 -1 0.0
9 9 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 1 -1
2 1 1 -1
9 9 9 -1
9 9 9 -1
9 9 0 -1
9 8 9 -1
9 9 9 0
9 9 8 0
6 9 2 0
9 9 9 0
9 8 9 -1
0 0 9 0
9 9 9 0
9 9 9 -1
0 0 9 0
9 0 9 0
9 9 9 -1
9 9 9 -1
9 1 6 0
9 9 9 0
9 9 9 0
9 9 9 0
0 0 9 0
9 9 9 0
9 9 9 0
9 9 9 0
9 8 9 -1
9 4 9 0
9 9 9 0
9 9 9 0
9 0 9 -1
1 9 3 -1
9 9 5 0
2 9 2 0
9 9 9 -1
9 9 9 0
9 9 4 -1
9 8 8 0
9 8 9 0
3 9 9 0
9 3 9 -1
9 9 9 0
9 9 9 0
9 9 9 -1
9 1 9 -1
9 9 9 -1
1 1 4 9
1 2 9 -1
9 9 9 -1
9 9 9 -1
8 3 9 -1
9 9 9 -1
3 9 3 -1
9 8 9 -1
9 9 9 -1
0.34 1.47826087 0.62 1.58
0.36 1 0.58 1.6
0.38 1.085714286 0.41 1.81
0.41 1.518518519 2 1.83
0.3 1.25 0.53 1.61
9 1 9 -1
2 9 2 0
9 9 9 -1
-1 -1 -1 -1
9 2 9 -1
5 2 0 -1
9 1 9 -1
9 9 0 -1
9 9 9 9
9 1 9 -1
1 9 1 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 0
0.31 0.756097561 0.25 1.88
9 9 9 0
0.32 0.62745098 0.11 2.2
0.32 0.680851064 2 2.02
2 2.230044444 2 2.230044444
9 7 9 8
9 9 9 9
9 9 9 9
8 9 9 -1
9 9 9 9
-1 -1 -1 -1
9 8 9 9
9 1 0 -1
9 9 8 9
9 9 9 -1
8 9 9 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
2 9 9 -1
9 9 9 -1
9 9 9 -1
9 1 9 8
9 9 9 8
9 9 9 8
9 2 9 9
9 9 9 9
9 2 9 8
4 9 6 9
-1 -1 -1 0.0
9 9 9 2
9 9 2 -1
9 9 9 -1
1 9 9 -1
0.25 1.04 0.48 1.85
-1 -1 -1 0.0
9 1 9 0
1 1 1 -1
2 0.980769231 0.02 2.18
0.46 0.836363636 0.12 1.91
9 9 9 0
9 1 9 9
9 2 9 0
0.45 0.865384615 0.13 2.32
0.52 1.155555556 0.28 1.95
0.45 0.818181818 2 1
9 9 9 0
0.51 1.040816327 0.17 2.14
9 3 4 0
9 8 9 0
9 9 9 -1
-1 -1 -1 -1
1 9 1 -1
9 9 9 0
0.95 1.88 0.06 1.51
9 9 9 0
9 0 9 0
9 -2 0 0
9 8 0 0
9 9 9 0
2 9 9 -1
2 2 3 -1
9 9 9 -1
-1 -1 -1 -1
9 9 0 -1
9 9 9 -1
9 9 9 -1
9 2 9 -1
-1 -1 -1 -1
9 9 9 -1
9 9 9 -1
9 9 9 -1
3 9 4 2
9 9 9 -1
9 9 9 -1
-1 -1 -1 0.0
9 1 9 -1
9 9 9 -1
9 9 9 -1
9 8 9 -1
9 9 9 -1
-1 -1 -1 -1
9 9 9 9
9 9 9 9
-1 -1 -1 -1
9 9 9 9
-1 -1 -1 0.0
9 9 9 -1
9 9 9 9
2 9 9 -1
9 9 9 9
9 9 9 -1
-1 -1 -1 0.0
9 2 9 0
1 0.350877193 0.08 2.47
1 1 2 2.3
9 9 9 2.16
9 9 9 7
9 9 9 9
